,Datetime,Tweet_id,Content
74,2020-12-15 15:12:01+00:00,1338864396664098817,"Today’s  dashboard update adds 4,134 cases and 64 deaths. To help slow the spread of COVID-19, wear a mask, avoid close contact with people outside your household, and wash your hands often.  "
75,2020-12-12 15:01:02+00:00,1337774468207276032,"Today’s  dashboard update adds 8,076 cases and 77 deaths. Fact: Your mask protects me, my mask protects you, AND your mask protects you, per . Wear a mask around anyone who isn’t a member of your household. Prevention works:   1/3 "
76,2020-12-11 15:12:00+00:00,1337414840869154816,"Today’s  dashboard update adds 6,983 cases and 91 deaths. Keep wearing a mask when you are out, washing your hands often, and physically distancing. Remember: You are safer at home.   "
77,2020-12-09 15:12:01+00:00,1336690068409491456,"Today’s  dashboard update adds 4,444 cases and 108 deaths. A large percentage of the deaths being reported today are due to death certificate matching. Wear a mask in public, regardless of whether you feel sick.   "
78,2020-12-05 15:02:53+00:00,1335238218287992833,"Today’s  dashboard update adds 6,799 cases and 40 deaths. Mask up around anyone who isn’t a member of your household, even those you know and trust. Physically distance at least 6 feet; wash hands often. Learn more:    1/3 "
79,2020-12-04 21:00:02+00:00,1334965711425458176,"Everyone can help slow the spread of illness: Wear a mask when you are out, wash your hands often, and physically distance at least 6 feet from others. Visit  for more updates. "
80,2020-12-04 15:12:00+00:00,1334878126766239746,"Today’s  dashboard update adds 5,680 cases and 64 deaths. Help protect the lives of Arizonans: Wear a mask, wash your hands often, physically distance in public, and stay home when you are sick.   "
81,2020-11-30 00:00:00+00:00,1333199062879834119,"The highest number of  cases in AZ continues to be reported in the 20- to 44-year-old age group. Everyone can help slow the spread of illness: Wear a mask when you are out, wash your hands often, and physically distance. Visit  for more updates. "
82,2020-11-29 15:00:41+00:00,1333063336729083905,"Today’s  dashboard update adds 3,221 cases and 10 deaths. Moving small gatherings outside helps reduce the chances of transmission, but you still need to take other precautions. Mask up, physically distance. More:    "
83,2020-11-27 15:12:01+00:00,1332341413091168256,"Today’s  dashboard update adds 4,314 cases and 20 deaths. Help slow the spread: Wear a mask when you are out in public places, wash your hands often, and physically distance at least 6 feet from others.   "
84,2020-11-24 15:12:01+00:00,1331254251218231299,"Today’s  dashboard update adds 4,544 cases and 51 deaths. Help slow the spread: Wear a mask when you are out in public places, wash your hands often with soap and water, and physically distance at least 6 feet from others.   "
85,2020-11-22 15:08:18+00:00,1330528537829208064,"More than 50% of  transmission is estimated to come from people who don’t have symptoms. Mask up and maintain distance, even around those you know and trust. Other tips: 

  4/4 "
86,2020-11-22 15:05:37+00:00,1330527863955623936,"Per , my mask protects you, your mask protects me, AND your mask helps protect you. Masks are one of the best available defenses against  transmission, so always wear one around those who aren’t members of your household. More:   3/4 "
87,2020-11-22 15:02:41+00:00,1330527125762404352,"Small household gatherings are one of the reasons for the current  increase. Mask up and distance at all times. Moving activities outside, including  dinner, reduces the chance of transmission. Learn more:  2/4 "
88,2020-11-21 15:16:38+00:00,1330168250089566209,"Reduce your chances of contracting : Don’t let down your guard, even around close friends and relatives who aren’t members of your household:
- Mask up.
- Maintain physical distance of at least 6 feet.
- Stay home if sick.

More: 

 4/4 "
89,2020-11-20 20:00:03+00:00,1329877183804960769,"Arizona has continued to see an increase in  cases over the past several weeks, help stop the spread: Wear a mask when you are out in public places, wash your hands often with soap ; water, ; physically distance at least 6 ft from others.   "
90,2020-11-20 00:00:02+00:00,1329575190163058691,"Public health is working closely with schools to provide technical assistance on  mitigation measures, such as masks. Visit  for the latest information on mask wearing requirements for Arizona schools.  "
91,2020-11-18 21:08:06+00:00,1329169536214392832,"Dr. Christ highlights an update to CDC’s mask data – “Importantly, we now know masks provide more protection than previously thought. The new studies released recently show that wearing a mask can also protect you from infectious droplets of other people.”  "
92,2020-11-18 15:12:01+00:00,1329079923516923904,"Today’s  dashboard update adds 3,206 cases and 53 deaths. Please wear a mask when in public. COVID-19 has been shown to spread through speaking, coughing, ; sneezing, including by people who don’t even know they’re sick.   "
93,2020-11-17 15:12:01+00:00,1328717533961211905,"Today’s  dashboard update adds 2,984 cases and 10 deaths. Certain measures can help to slow the spread: Wear a mask when you are out in public places, wash your hands often, and physically distance at least 6 feet from others.   "
94,2020-11-16 15:12:01+00:00,1328355145827168263,"Today’s  dashboard update adds 1,476 cases and no deaths. You can help to slow the spread: Wear a mask when you are out in public places, wash your hands often, and physically distance at least 6 feet from others.   "
95,2020-11-15 15:06:04+00:00,1327991261018554370,Wearing a mask is proven to slow the spread of . Pro tip: A mask can’t do its job sitting under your nose. It must be snug and fully cover your nose and mouth. We have Mask 101 here:   
